"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"NOR",0.000612986838475693,0.0142479768941488,0.00901587350925792,0.0119648192109135,0.0361875716161721,0.00713933432878479,0.0141667449511865,0.00582066549842096,0.0110164737308622,0.015490056042011,0,0.695634459485404,0.0079634211868065,0.0010527725050099,0.000509122170872685,0.0868803177410849,0.00391718186433987,0.0130785845988038,0.0100288366916859,0.003117085497319,0.00325998471887643,0.00372372823997847,0.00313559127640793,0.00015820938067283,0.000103360856622114,0.000287454560691299,0.000184262586854113,0.000250471997719242,0.000309231029476863,0.000175263357075207,0.000345623436911778,0.000350615490263337,0.000501507047844639,0.000294397541535483,0.000372711359181258,0.000379858814442789,0.000399075381080095,0.000354418989226521,0.000234693347169024,0.000264116099349247,0.000203312539791441,0.000398674458519784,0.000497136229442193,0.00045403643730846,0.000455022951105628,0.00251688222770625,0.00154915759230045,0.00200809028955354,0.00193838604351126,0.00163861373955357,0.000468046194417235,0.000454069435469447,0.00071949755020964,0.000280459586919416,0.000558193395141126,0.000299891413229268,0.000363094343133,0.000318442059025614,0.000443263862319779,0.000334974258713606,0.000734076599446922,0.000598970638414621,0.000740327470045339,0.000577841404268433,0.000304233401987735,0.00181267322886055,0.000364130531814299,0.00114134750416735,0.000837685173551677,0.00035600896256781,0.000556314884989644,0.000875234845105123,0.000337782962792568,0.000482755821044651,0.00274093190692201,0.000891309935544295,0.000409900220974433,0.000755538053566765,0.00665483197362623
"SWE",0.000549853448796181,0.0132926851614472,0.0101401748935108,0.0124218338122003,0.0414610016534013,0.00725786873317823,0.0158875806879865,0.00626761244564551,0.0116224159938801,0.0162895252620325,0.661099776890904,0,0.00848982622470961,0.0009271193940481,0.000482781107061088,0.114172523473072,0.00426890750733928,0.00987925163769829,0.00906440697707653,0.0032732492281703,0.00315044762013773,0.00366259778361233,0.00342146774355922,0.000152464027129984,9.8193993274223e-05,0.000282726533380649,0.000173479575084701,0.000234189639229619,0.000290111605305713,0.000164649312752475,0.000318846059368135,0.000321312900816403,0.000458468365931006,0.000271875625050617,0.000340070222842558,0.000346952041849292,0.000362183572653054,0.000325386090320061,0.000220643271978344,0.00024514985608211,0.000191997969004693,0.000368087595150332,0.000458554012565777,0.000414527689227321,0.000420161729563191,0.00269973960113455,0.00161616683294117,0.00212668684204778,0.00205055676041453,0.00170916747648193,0.000465633949959556,0.000440520477793821,0.000720906279036511,0.000272613875506959,0.000533455955744511,0.000291312580203104,0.000350611853370624,0.000311556096740505,0.000434852032120365,0.00033026805195224,0.000730928984757422,0.0005932984214902,0.00072224582155904,0.000580761600719626,0.000301600058215375,0.00176161763044401,0.000361185203531763,0.00114389858874777,0.000832356538540054,0.000352278256061254,0.000556686241373314,0.000843455439973031,0.000332130271514634,0.000482176100130048,0.00282090399864719,0.0008752945334203,0.000406575582648291,0.000738157931073831,0.00766746076367724
"CHE",0.000380664536577477,0.020408646172336,0.118037056354714,0.0980085870093638,0.0221922166727996,0.126952517248488,0.0974967614084836,0.108140532403364,0.183624073925588,0.0606067692849369,0.00632905728687508,0.00709989977596711,0,0.000538111961124011,0.000273126415164266,0.00483284075030393,0.0122007611920643,0.00367702310409252,0.013216091721157,0.0141807969216602,0.0105231026252737,0.017546805057819,0.0043812982958019,0.00011308271658367,7.11775055998916e-05,0.000335649425361764,0.000181149235479077,0.000241379175144303,0.000317598330608957,0.000168358115596005,0.000302065482927416,0.000279351537922082,0.000420666949522624,0.000253027700502699,0.000279454561100354,0.000292116116550475,0.000270084011577179,0.000291200900093253,0.000235351893903227,0.000237404361414482,0.000206959667240916,0.000362053346441563,0.000467094417457846,0.000364174342628272,0.000425034384652551,0.0040836471425344,0.00140714568882111,0.0030291210588302,0.00275648488042117,0.00283007970514972,0.000378715301459009,0.000281375734425067,0.000534154470332463,0.000195545040015933,0.000304020942777609,0.000204948089750526,0.00022782487916704,0.00023092980855166,0.000303608698043813,0.000405029031641477,0.00117623987644607,0.000889867639815736,0.0011972672207943,0.000714698220261649,0.000309134236047774,0.00438475812347062,0.000425773032459651,0.00231792068477797,0.00144852692256245,0.000425964525518201,0.000730264556257293,0.00141695877990705,0.000416906154810592,0.000594198412705059,0.0123494858374949,0.00158628315651797,0.000509402982406808,0.000433963447292196,0.0147385814162709
"CAN",0.14812893795425,0.0195429536140399,0.0130483376469649,0.0160121453021367,0.0176677084211642,0.0147727834621136,0.0150372657578336,0.0119956234804039,0.0153243397411048,0.0165450210183059,0.0213554451423486,0.0197889994870714,0.0137343275171178,0,0.00953643872741068,0.0190156380070222,0.00967479585580347,0.0357047691950076,0.0209583616529449,0.00965889075667821,0.0143583373746903,0.0136655762540258,0.00856424697336173,0.0030617261547112,0.00328094837840947,0.00283824217872851,0.00530329785827423,0.00781693991552109,0.00806209940992829,0.00541057854720902,0.0148227258188164,0.0204656196553679,0.0245998774226655,0.0131290979982013,0.0273576020745246,0.0255276297092148,0.04411028410851,0.0186588708484346,0.00644808323816759,0.0101837190133207,0.00524874583492185,0.0151682406745762,0.0167822353994987,0.0264878117669771,0.0157643729561358,0.00792407712719012,0.00662775233719064,0.00721878954778165,0.00709346338976676,0.00674819904829013,0.00387759221135237,0.00572603266989517,0.00515488535828484,0.00380905149410688,0.00860512814443022,0.00407226401747998,0.00530269323253024,0.00370128860048154,0.00465021077581967,0.00312616975293094,0.00528192363593049,0.00478507452390398,0.00669231533917227,0.00394310771745927,0.00261086858254084,0.0112708555717855,0.00306243711394025,0.00682220613155984,0.00594723285783283,0.00311402919217997,0.00399829385017802,0.00861727453371174,0.00330033076718374,0.00360999266242397,0.00979946085365039,0.0070007219414107,0.00341671897533624,0.00735474309746062,0.0111151226408936
"JPN",0.00434713355402798,0.00480138625495891,0.00494559389202032,0.00476291199797278,0.00554783059016492,0.004326447185268,0.0050711073182878,0.00450164278530702,0.00474507495698453,0.00496163583599458,0.00678729383506794,0.00677234360150258,0.00458140837499059,0.00626739071078408,0,0.00769684058445325,0.00477536806015109,0.0056491556539997,0.00454898169031387,0.00405989231530615,0.00349952776461413,0.00366632477464517,0.00574100921700961,0.00868421309681336,0.00456440192258718,0.00216823896501653,0.00128445197919031,0.00145088895925363,0.00144010700923998,0.00136491567249886,0.00196928514934862,0.00236130824179387,0.00238180289942589,0.00193377529850277,0.00272424830212854,0.00258491870334991,0.00355137585296426,0.00222554885683706,0.00129655299394034,0.00170780038075308,0.0011848780362808,0.00195222735843659,0.00205139886964387,0.00248242936568637,0.00198704273179665,0.00518324705033743,0.00747787994740187,0.00508212239201755,0.00521929684566643,0.00434436450991103,0.00946199834336976,0.0533120875760057,0.0124564256370655,0.0181563083134384,0.504085416243081,0.0216859193744182,0.0520440355278334,0.014968776381582,0.0216993393242454,0.00224559084046283,0.0025808623487797,0.00236885584963699,0.00216592094658048,0.00348912458209147,0.00373376208317207,0.00293878301679706,0.00276083753572444,0.00288902782661333,0.0025621031762593,0.00250515655616131,0.00299127838357177,0.00221236090424617,0.00206368179045901,0.00306869939387526,0.00372806938332706,0.00238902639294886,0.0025652977654746,0.0446743831300706,0.00548184902806093
"FIN",0.00149571796981098,0.0213417342019681,0.0207440888123638,0.0213235538410638,0.0499063074745611,0.0139810542981294,0.0274609656321903,0.0135916622001848,0.0206268278858545,0.0261015817780618,0.237792991665313,0.32881629162276,0.0166433518483597,0.0025657507060596,0.00158021252792829,0,0.0108592461323098,0.0193889556086419,0.0158901123819481,0.00788146662222632,0.00677197797857438,0.00779586720533288,0.0100782331906218,0.000472119729317392,0.000299722834680359,0.000789298272314996,0.000462849600182545,0.00061823532794664,0.000757366320904315,0.000440326506952662,0.000837909340217064,0.000854610359186491,0.00118920722866661,0.000720768713861111,0.000911552163005177,0.000924804522998462,0.000989624138724662,0.000860974097925093,0.000583100829571598,0.000649410499088846,0.000510365167791587,0.000957248772543162,0.00117603182250428,0.00108757066686414,0.00108298557034153,0.00768598066898709,0.00521042838288738,0.00611792422238418,0.00597106845459088,0.0047359936031933,0.00146729589040872,0.00144002980365217,0.00235322488044987,0.000862882075411789,0.00176643918771335,0.00092631638015069,0.00113108550394831,0.000986353460131897,0.00140644834887074,0.000918019513319008,0.00193815659399201,0.00158422575245884,0.00183838207634612,0.00165867093946399,0.000887526375993273,0.00409714656764364,0.00102410476306365,0.00292754023403046,0.00216480564693789,0.000988570208590963,0.00155654867891485,0.00208969757496382,0.000913511009950819,0.0013653760196855,0.00667181591806416,0.00221362371676404,0.00113492392985424,0.0025076928051393,0.0196441567421894
"GRC",0.000827612179584426,0.0120118199698056,0.0579027116676687,0.0210842122573034,0.0167151496381047,0.0224166120225267,0.0287557682944553,0.0769592604208036,0.0246115422208999,0.0198606729632062,0.00933313057419581,0.0107024800931685,0.0365764197691953,0.00113637408779303,0.000853465196585805,0.00945313006341164,0,0.00493363440267977,0.00955547183440836,0.10962765039767,0.0108148341400816,0.0148623105249088,0.0600689331150084,0.000400226109627495,0.000246009794828712,0.00128296047728392,0.000495040139804794,0.000616345669923932,0.000806140502633891,0.000456783064551084,0.000706585760195712,0.000642894369181946,0.000920738393979708,0.000604113787325168,0.000636040138727531,0.000663474914041968,0.000613574881826164,0.000671405991883283,0.000622762939915265,0.000583503022235785,0.000570211528501444,0.000834321523726554,0.00104100849871219,0.000807505912415598,0.00096242488881215,0.0665089849003901,0.00854253065624701,0.0359314457970706,0.0296951738440437,0.0291725047044542,0.00161649906975816,0.00100136638113403,0.00232558916835343,0.000717018626042209,0.000986363632957655,0.000747080834563416,0.000795756178298723,0.000879542012607444,0.00116195978906623,0.00158438194868148,0.00492818186583112,0.00353417359228587,0.00362991397822162,0.00352855252976667,0.00129554854116993,0.00808965258337815,0.00178888893221069,0.00970530268089093,0.00566519168449201,0.00173825875512974,0.00341136350078002,0.00355009435067464,0.00157707477182604,0.002710607514205,0.0433726008966348,0.00497979113059214,0.00213235232058372,0.00156072768713402,0.136888256996925
"ISL",0.00589816654003342,0.0820142149980104,0.0252261237076985,0.0436529161838711,0.0592713569385094,0.0327944355834879,0.0368985264779472,0.0203715457948572,0.038476107045654,0.0489021789329686,0.0802386626661301,0.0637765555601014,0.0283844154018809,0.0107987893946641,0.00259975148957449,0.0434609987014796,0.012703877370133,0,0.0914281073206498,0.0124725302041483,0.0226225640397966,0.0225876243503645,0.00945832321581399,0.000820984911416676,0.000614063487063371,0.00154780587264807,0.00136155238633092,0.00195663772413821,0.00240624788520595,0.00130598744122656,0.00296035738995903,0.00306880724524121,0.00468008487874285,0.00246501313859238,0.00330902119917319,0.00338562113516164,0.00353361326712447,0.00309503257176292,0.00177209245581897,0.00214464070143197,0.00148440519311105,0.00345959885444179,0.00444639413844442,0.00418429172293371,0.0040058566457548,0.00838072052505856,0.00532785580438869,0.00706211994563519,0.00679697845897152,0.00638030750619347,0.00203057873130996,0.00210369508012762,0.002902059018092,0.00134749961940582,0.00270471618352782,0.00143634310681238,0.00175235975570694,0.00148249778064866,0.00198226829074773,0.00178513652771363,0.0038483099753956,0.00322520909884627,0.00457238752854196,0.00267501613401039,0.00146366779704822,0.0120536367516228,0.00182972224928307,0.00589005116470265,0.00451600510131809,0.00183628922393855,0.00269756245473929,0.00599741378295762,0.00185186176237497,0.00233491756174929,0.0123791214575658,0.00529046466248924,0.00209646300790626,0.00321685343939024,0.016704028348281
"IRL",0.00126813466655843,0.386962465069703,0.0197566414794195,0.0665915467941011,0.0410375507618131,0.0511737118053003,0.0342919565714227,0.0167846688230327,0.0508241534940067,0.0647930037544443,0.018310323770149,0.0174140159368913,0.0303605173650395,0.00188637790147647,0.000622995646603986,0.0105997295116897,0.00732224058694302,0.0272083532843713,0,0.00833008568359139,0.0251381650528938,0.026489329858442,0.0042540114186416,0.000231136652834927,0.000157142456215777,0.000606569662394945,0.000448872572626661,0.000635182674542988,0.000826338750108966,0.000422009897127619,0.000881824734865117,0.000842226878282432,0.00133430726058464,0.000724967446036278,0.000860208388223865,0.000898592694995674,0.000842986395562576,0.00087232256701399,0.000595018922825186,0.000656000810325277,0.0005045832761244,0.0010659873491756,0.00141507181900141,0.00114608239372329,0.00126719960195372,0.00392812031340744,0.00195234634258657,0.00320505520461596,0.00301447206747909,0.00304359874456184,0.000660133441221428,0.000570065525952537,0.000917514482788032,0.000386527263759029,0.000667487356208587,0.000407468639606723,0.000470896095087421,0.000440933988948905,0.000577680433186794,0.000714479986041972,0.0018060471197234,0.00145342242116674,0.0022138319075157,0.00109195060953017,0.00053510089250155,0.00842235007912401,0.000721515206474617,0.0031330731979801,0.00222052639650595,0.000732218388794119,0.0011342544817473,0.00300237800852491,0.000748604085102136,0.000948820608893303,0.00878852590981473,0.0027064634840048,0.000854276001688409,0.000862059772846124,0.0090131891015294
"MLT",0.000783026556404959,0.0116370377453049,0.0396254004183394,0.0202390016870381,0.0127059885956249,0.0276577537672603,0.0226206949824816,0.0882491149666663,0.0235822330279113,0.0175989977595243,0.00672756085828979,0.0074336493544967,0.0385097073142443,0.00102768988102616,0.000657277542541309,0.00621495961700867,0.0993059842291221,0.00438773660606425,0.0098472037675518,0,0.0164974260511007,0.0244977897711149,0.0188510191795454,0.000329517197400553,0.00021117180336749,0.00126531179188428,0.000515269377054054,0.000650237051685741,0.00087152207410106,0.000472847989296586,0.00073551078362903,0.000651167620704203,0.00095657314841273,0.000622973514851883,0.000632718084615175,0.000665847348819277,0.000589802863795341,0.000686712306443495,0.00065969174617975,0.000606955086543835,0.000599476184136045,0.000881972832902563,0.00111924737856519,0.000825178577201344,0.00103012232003651,0.0235009653252386,0.00498660314001545,0.017326835735103,0.0147304845616012,0.0207046767836679,0.00122695364039003,0.000756928532553938,0.00164880650236766,0.000564251596687698,0.000747694569251401,0.00058406927516468,0.000613153533919842,0.000686856994691503,0.000876325245716413,0.00158195179792961,0.00596565520090469,0.00408308680104613,0.00479707159354396,0.00317092429050972,0.001128294447317,0.0133345466876594,0.00169080154933367,0.015071193387074,0.00751967279779766,0.00169129672490599,0.00331601783738494,0.00478197018397213,0.00161883879900695,0.00254190706514171,0.280866064173796,0.00704587172851387,0.00210347302939365,0.00112845091843735,0.0333712247896741
"PRT",0.00122805534733304,0.0253581391116363,0.0173757512976016,0.0277235725198097,0.0135949780070151,0.051919542062233,0.0187116464681152,0.0228220876053742,0.0274338028406587,0.0222736637636039,0.00715752323454371,0.00727836016120679,0.0290704441781457,0.00155409392000467,0.000576344302651988,0.00543231680120751,0.00996582963880018,0.00809591785019733,0.0302298025975665,0.0167824156053702,0,0.458761964801501,0.00495607372850106,0.000259505602801935,0.000178734330642302,0.000977683860861837,0.000659874373848946,0.000925943124125429,0.00128415648208447,0.000608300665883529,0.00117340040695311,0.00102913988867683,0.00168176407938389,0.00095296899909965,0.000994796794085636,0.00106073895598533,0.000895461245088085,0.00109520382851124,0.000896565761354502,0.000898856318002492,0.000765438784581554,0.0014681391058116,0.00200874642894373,0.00139164693127684,0.00179169370557535,0.00513554713496979,0.00221148375022158,0.00433483699502735,0.00400115342949859,0.00474117421663664,0.000776056565639495,0.000574230040256823,0.00100646613270693,0.000421383720163877,0.000623904833208649,0.000437886692107462,0.000478398998481505,0.000491881135172506,0.000617149030123217,0.00117721366104792,0.00368031857280981,0.00284382167775952,0.00537459940330302,0.00169298474444238,0.000754150157312378,0.0570150850338569,0.00113157520710601,0.0076466683153345,0.00498545755540756,0.00118052618362087,0.00187963626222993,0.00822780425837808,0.00126788100439089,0.00150698911610901,0.0242316168298152,0.00709002237594211,0.00140840300267992,0.000829257820568324,0.0089233506270152
"ESP",0.000986719568773457,0.0258342413386085,0.0222855693606944,0.034494191910728,0.0147066116612507,0.0822688432212455,0.0228342700398456,0.0324024839218246,0.035492955924248,0.0262157565839171,0.00705069825572092,0.00729722026513025,0.0418035208481773,0.00127558089481188,0.000520727414893708,0.00539313054687833,0.0118110055822373,0.00697110735936919,0.0274713282044815,0.0214917674797318,0.395634679089978,0,0.00532312057385775,0.000234834138531994,0.000156149152380923,0.000864834199946347,0.000534545733602248,0.000735570743024536,0.00100935202761847,0.000492934556585636,0.000916853226838178,0.000810797663895311,0.00129234083306713,0.000751751362561953,0.000787887067163367,0.000836484439506053,0.000719111785305647,0.000859461510334519,0.000717204417480172,0.000711564738123288,0.000619310139284722,0.0011342544632424,0.00152407332046082,0.0010819530015179,0.00136895328698115,0.00552278461504373,0.00220233050223451,0.00455897693591052,0.00417666476019451,0.00495582087110841,0.000727261027338335,0.000528741765902188,0.000955219941343455,0.000386222253606962,0.000568603018875531,0.000401565432107858,0.000437726540164909,0.000453383179527638,0.000572811103976776,0.0010470854433937,0.00336568130541285,0.00254857938965481,0.00443940572872557,0.00159280764217443,0.000689727162593931,0.0373636945196642,0.0010271331409071,0.0072988555071526,0.00452294333873034,0.00106254708891532,0.0017464398628649,0.00620937019516554,0.00111660210033586,0.00139357237311118,0.0320235869326622,0.00602057384273238,0.00127502985873274,0.000772140489873671,0.0103103602760048
"TUR",0.000750528384924448,0.00712407189002718,0.020061187821125,0.0103975638537516,0.0105443444863814,0.00985868604599274,0.0138017778177735,0.0192321688208024,0.0114216558475574,0.0104547243025478,0.00783842477548976,0.00899986249493734,0.0137807492186903,0.00105541785179063,0.00107652210059482,0.009204836948676,0.0630239558372326,0.00385390107349863,0.00582455209883685,0.0218340983387075,0.00564286816124737,0.00702783409004003,0,0.000496827149180466,0.000292403962664954,0.00134033389191189,0.000445944189132566,0.000535890344426815,0.00068478658347197,0.000412588636971593,0.000604550478493688,0.000560372371487719,0.00077307550532709,0.000524372053572508,0.000561301576707892,0.000580566180835863,0.00055805606853117,0.000580600489784529,0.000545858078188041,0.000507308077963268,0.000510177091910475,0.000701361038426971,0.000854236923957196,0.000690307422212664,0.000796461909379113,0.309085390977666,0.022829959104942,0.110793267010425,0.102839217436158,0.0353903022234016,0.00238394557174719,0.00136576836368216,0.00377962817676683,0.000948150305289052,0.00128444364955219,0.000992608494024716,0.00105442040711598,0.00119270290444298,0.00164374074207566,0.00163717446065721,0.0041175283253105,0.0030952647012999,0.00268764452885163,0.00427342458125941,0.00160161995934868,0.00456923133724752,0.00199750819655278,0.00641428995108781,0.0043037898674285,0.00186475449330907,0.00370576961364587,0.00249162388875629,0.00156899498349823,0.0030844014789508,0.0137940623912756,0.00349380791548822,0.00225614280501123,0.00224075025078566,0.0588515586177833
"AUS",0.0054886628676821,0.0051844097298713,0.00591294638155414,0.00542263119983857,0.00577194537136746,0.00523939396335632,0.00572915728272234,0.00577146923954708,0.00547937569284888,0.00550561843580483,0.00617590778687692,0.00626253312636401,0.00555425052820357,0.00589197400599663,0.02542871433447,0.00673353422196856,0.00655722948641832,0.00522373109163756,0.00494187695445586,0.00595988304078893,0.00461389927280071,0.004841452260317,0.00775826384334184,0,0.0818730428955565,0.0113057828608089,0.00718654717692678,0.00545208623638114,0.00478798734363952,0.00749708013353149,0.00458951853699782,0.00496233582336931,0.00401103061399802,0.00510130552111453,0.00519079390816719,0.00496768516531457,0.0058988647253305,0.00477267444589052,0.00580714251835121,0.00532626094521907,0.00668620395754144,0.00417094050228835,0.00372665435082094,0.00435638248654541,0.00387681837283125,0.00765213064835543,0.0106744137732914,0.00801718274342593,0.00823977804770745,0.00763029968153831,0.0256604262581786,0.0366869516671734,0.0190066779905395,0.0955198764859302,0.0254129808222533,0.0810955335893857,0.0524292997073165,0.0614606937737356,0.0362778215621076,0.0102635229566517,0.00668503800040391,0.00692464081684047,0.00514093707382476,0.0105611694500173,0.0199421616003105,0.00452762062655683,0.0119846816890441,0.00591943180881994,0.00608350439172915,0.0109965128223124,0.00936709100303706,0.00441701005157967,0.00926146925926397,0.0106302930763944,0.00561908055892556,0.00523401882364209,0.010033733963638,0.0209820909824305,0.00666592565478146
"NZL",0.0111412510314882,0.0052766725263552,0.0056551551628007,0.00531597934393045,0.00568206049835709,0.00513809016680098,0.00554213778592332,0.00557146159090982,0.00534309484102365,0.00540596923048087,0.00621161984672285,0.00620937326837396,0.00538210532831945,0.00972017472990628,0.0205758605223051,0.00658098574523097,0.00620508251430792,0.00601504814301672,0.00517245643706278,0.00587997902774118,0.00489226017309628,0.0049560336857458,0.00702947151686158,0.126043695598763,0,0.0148734138904023,0.0202371000270614,0.0146759116859672,0.0118980443934406,0.0220115264054744,0.0121050873688314,0.0129413042278462,0.00984855698941133,0.0139191721833635,0.0130903118885275,0.0125872639111449,0.0138745880733682,0.0124885668957196,0.0152398758158349,0.0147350038296208,0.0176087176034633,0.0107099078303506,0.00927136322692088,0.0107647022604097,0.0097486972709625,0.00703286129944583,0.00892829621710149,0.00735086276950281,0.00749548121648609,0.00727525184211946,0.0166431986930358,0.0213994165979986,0.0133445986533355,0.0341541448673893,0.019024586334992,0.0317930201343606,0.0270352784482762,0.027196854240537,0.0201997121858177,0.0130749484292898,0.00801512510315593,0.00869133790624213,0.00731314257543671,0.0104976944714896,0.0180126698353128,0.00548202345871824,0.0133059413664057,0.00677993636786214,0.00742596966378011,0.0130013480373217,0.0100851055917237,0.0066881004710401,0.0125181899236965,0.0111985037270204,0.00571789458290395,0.00691333986490063,0.0117049359579058,0.014911164198304,0.00621393047344653
"ZAF",0.000846875209374856,0.00203892494767667,0.00255096470307473,0.00227871473718912,0.00204093546610853,0.0024766529625574,0.00230955382939768,0.00281663244692168,0.00234209240105687,0.00220357333319586,0.00173137893846075,0.00179185792454691,0.0025437211109656,0.000842749070251116,0.000979615008503407,0.00173694644739745,0.0032432662132646,0.00151955520013646,0.00200105095470695,0.0035311125592375,0.00268209508743296,0.00275106994152539,0.00322943523080548,0.0017444358143811,0.00149068136109922,0,0.00274554998625681,0.00224690178610378,0.00270762040611734,0.00245493058751721,0.00153547191493115,0.00120928534184532,0.0014011047818344,0.00147442095413695,0.00105463571857201,0.00112201019794968,0.000849748808429576,0.00130663725033096,0.00277362807323795,0.00171260626358661,0.00325752981571258,0.00168521624749574,0.00178992181748702,0.00126335257633562,0.00178421573936899,0.00367866942301195,0.00333789546531724,0.00406911101335481,0.0040595774118989,0.00491539308671691,0.00360332916797906,0.00151587293318729,0.00278558327901496,0.00190725141940082,0.00111733843992523,0.00180632559579927,0.00142274866101446,0.00231205951618793,0.002070465368953,0.316192609449484,0.0113054726129942,0.0156703969024982,0.00683964229198361,0.0148770762602048,0.0160661241315314,0.00338437312112721,0.0663729925934412,0.00637859232296011,0.00863992891718088,0.128263921753183,0.0202977564119857,0.00453177330779074,0.153396972843276,0.0253622061915529,0.00362311808247483,0.00638589598669878,0.0614405557815007,0.00155399955920787,0.0027162915306449
"ARG",0.00197652292075311,0.00119297566708452,0.00109144209379646,0.0011634017013611,0.00105054804542082,0.00124791334445951,0.00109526383051638,0.00116239136708681,0.00115867591078383,0.00113131655092036,0.000947296682359526,0.000938450303171497,0.00117177982810189,0.00134406656529813,0.000495327093107237,0.000869382902742482,0.00106815840066871,0.00114093334313085,0.00126393999835376,0.00122736649750656,0.00154512248719082,0.00145137477110803,0.000917107012742198,0.000946456287916621,0.00173120445798287,0.00234344778145746,0,0.0380227376417522,0.0182020374965868,0.504229753647208,0.0082078512135594,0.00549523063146874,0.00440961182191357,0.0100663774175896,0.00410757421611293,0.00445550777521384,0.00273159381735314,0.00615865234850523,0.0729752209464124,0.0173380047968068,0.203788417648,0.00726568451752517,0.00549508200302437,0.00436590391088813,0.00621498644890058,0.000973331145197882,0.000757628724831358,0.000974353503351909,0.000953504998769566,0.00109130906778482,0.000672845205460849,0.000461051067859246,0.000595618776290075,0.000615670424753809,0.000448869547841519,0.000584614137155499,0.000504134403755633,0.000615349479169032,0.000526555136547152,0.00218743113875149,0.00184889307861228,0.00206252375322676,0.00259615548925549,0.00126386842485473,0.0012249153157748,0.00182937820682742,0.00164065734346806,0.00166780164718788,0.00191026064580448,0.0018603200777544,0.00148792905872703,0.00271802236303409,0.00251359741274663,0.00144196270003914,0.00133706487109529,0.00221204679769015,0.00179425109741969,0.000440634394475476,0.000985356420643442
"BOL",0.00432557498134007,0.00232500516946472,0.00200351550850509,0.00221135666017288,0.00199094584036551,0.00237224122520983,0.00204958057789522,0.00212237039025995,0.0021894479157527,0.00215006285772114,0.00180258654737086,0.00177344898613701,0.00218573448550577,0.00277331771218131,0.00078324292499726,0.00162559784244642,0.00186169138283309,0.00229522059796057,0.00250374517426059,0.00216820198724464,0.00303510733905051,0.00279580735182962,0.00154277833232145,0.00100515049313449,0.00175749163539797,0.00268471450189222,0.0532269371871905,0,0.112396314904929,0.0456924597436412,0.0368381806654384,0.0167420739096622,0.0140164617853984,0.0436927287626954,0.0107257405276663,0.012412567236926,0.00600971221346504,0.0208980212734158,0.234032561487932,0.123647635575743,0.0566498678574326,0.0319953992479705,0.0198339611056449,0.0132876261697075,0.0243985853619273,0.00161662856374062,0.00119037586967785,0.00158397380689038,0.00154154273910632,0.00175696553551273,0.000856104473627988,0.000595184951444712,0.000846143949392162,0.000678624552150413,0.00072874111412096,0.000647910712032367,0.000594050663150488,0.000696052400625843,0.000652215931766755,0.00264837808060646,0.00283695637541886,0.00304629388541077,0.00449841350702154,0.0017263254727569,0.00142599219704828,0.00354707643942264,0.00201839805076731,0.00278234922547539,0.00307190292966158,0.00228441627209135,0.00204454189477154,0.00527737051712233,0.003073395783935,0.00190474353932292,0.00239267564386957,0.00383272156485807,0.00229944883763031,0.000725995038537445,0.00174731604299463
"BRA",0.00564822467225185,0.00408972434773557,0.00354639314164938,0.00391993777548262,0.00344548104755311,0.00427882771614329,0.00360599304026177,0.00381177577295576,0.00388756666267065,0.00378495113509286,0.00302583190157229,0.00298703911780237,0.00391021467828449,0.00388898067970776,0.00105701671251395,0.00270763468990666,0.00331069266200269,0.00383777191644296,0.00442868086419913,0.00395121991396345,0.00572311505998689,0.0052161520245926,0.0026804494829914,0.00120017935628049,0.00193726283610525,0.00439872268385051,0.0346443871652679,0.152818825489702,0,0.0276081950262403,0.0401395114010066,0.0177005759037193,0.0209739532506101,0.0341334921265368,0.0119103304405271,0.0139686544535378,0.00694832935733629,0.0224210056059023,0.138202478127721,0.0554558011384128,0.0505327820113843,0.0501991159100799,0.0400935321353355,0.0174740330255824,0.047780492002225,0.00283335975736443,0.00201077633152748,0.00277222730627296,0.00268842942954791,0.00311999806999027,0.00135625381195607,0.000920355786145678,0.00137665999244914,0.000920836791060586,0.0010293751705822,0.000889333085898013,0.000822553836108304,0.00101623273115633,0.00102636584720417,0.00447714746039216,0.00535957878014917,0.00574715829015004,0.00950135799490377,0.0029551605702676,0.00221544251492614,0.00702726848024159,0.00334438048131576,0.00532090484106522,0.00594359724893181,0.00382985501244246,0.00357083849192049,0.0116832990080367,0.00531601325104765,0.00324899994489213,0.00443113580307419,0.00782236898968054,0.00394454128431703,0.00113639455261786,0.00305646458923708
