"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
0.0196738641593655,0.0156307250370048,0.0136563386843343,-0.0274313734641951,0.00114064841792624,0.0194424493543899,0.00660645954919251,0.00579029904517539,-0.00751816784757892,-0.0177526580006859,0.0062669265516421,-0.0191901339543058,0.0198118640571257,0.0217226729515179,0.00826348058341189,0.0107257522023107,0.000356981581390803,0.00941797911979675,0.00494543586753968,0.0044055263563578,-0.00327522655264512,0.0245779958094267,0.00136843721309871,0.00594128223287396,-0.00182783125340366,0.00892565237085688,0.00899159465101354,0.00990152037881982,0.0137566345949468,0.0102570673126538,0.00189987309691836,0.0134096603981949,0.0190738056692598,0.0172672833601416,0.0109389834344,0.000634652719249479,-0.00183554231217552,-0.00643976297749836,0.000491944686644055,0.0164183873674059,-0.00187415976572418,0.00263053688180541,0.00195846614278155,0.00469707448792903,0.00898243980454266,0.000872690614068917,0.00630190636520873,0.00814863947462925,0.00857292661559799
0.029723610073538,0.0137874797735819,0.0302028724108791,-0.0411011518084165,-0.0199077089094699,0.0173818424537168,0.00454995714275189,0.0209030622837801,0.0159641477807705,-0.0197648633916767,0.0110309587692387,0.0211989350446484,0.0356324065943562,-0.0061422641225555,0.017202844195346,0.0143392689043494,0.0227970482510017,0.0131008582251345,-0.0141263897241481,-0.014889822541507,-0.00524791516964324,0.0044636649266957,0.0164099251082333,0.0132758273119873,0.000343628911855923,0.00134690055517007,0.0235341295588172,0.0135228718957831,0.0105417507555505,0.0158979072667283,0.00802094076185501,0.0106117588274267,0.0183777902185612,0.00615042823517425,0.00914665952153461,0.00885924855316878,0.00299743355999496,-0.0188633287729048,-0.0334938211328775,0.00752450508426491,0.00487188978439442,-0.00399614382189021,0.00440898295272499,0.0044593506585626,0.00628534115083156,0.000148586819235303,0.00187811655729935,-0.00110251855027787,-0.00366468151272108
0.0140547940480267,0.0168226585624099,0.0153580199615833,-0.0217983591543593,0.00137527639707025,0.020614803374387,0.0158120099365378,-0.00351618201859955,0.0177167894332283,-0.0100651571148352,0.0055178514987709,0.0110877116457684,0.0210048317985879,-0.0106477925095922,0.00999727917912943,0.00710815511230298,0.00367639634960679,0.00997501263702696,0.0090820962559858,0.0170265418441833,0.00693968926640233,0.0157618031928516,-0.00311284243041718,0.00820342474020581,0.0219051072005286,-0.00664441084231468,-0.00167095872496036,0.0204867170437939,0.00878720968182869,0.0112753741003417,-0.0025974864587414,0.00529225174641736,-0.00424995100991431,0.0115449361444551,0.0133751303267178,0.0193395195699947,0.0179162579946114,-0.00552077005480799,-0.0293367580516726,0.00770335608584903,0.00810997110686978,0.000509665848953294,-0.00477845257482679,-0.00177203418790431,0.00680573197248404,-7.94308220014037e-05,0.00729010939200002,0.00203390521178168,-0.00390706548159056
0.015471136046413,0.0414131888613744,0.039949969573879,0.0186064768051955,-0.020310856239876,0.0343863290878437,-0.00209387982169079,0.0118336201026553,0.00463040575714549,0.0308310642529302,0.00451839111992391,0.00795445582355611,-0.00183302971682286,0.0038405813600941,0.000534819060735381,0.0111337434853212,0.0135221136288394,0.0246956307676677,0.0126143642651843,0.000853521718314959,0.0146099723883936,0.0103106110554708,0.000177900883545669,0.0220130711859963,-0.00970233484235124,0.00944354645230979,0.0150431599440448,-0.00932445609224066,0.0118294239542184,0.00329044937340715,-0.0100443500484378,-0.00100320935750052,-0.00159643017110365,0.0203519970333522,0.00408406363165891,0.00328201235644799,0.0141964357176604,-0.012128531572285,-0.017179397202854,0.0169029005921011,-0.00292895101147583,-0.00079893933375691,0.000476085390107355,0.00631264728586177,0.00864753424866717,-0.0044990752000987,-0.00537841933720292,-0.00222865560901888,-0.00363632179633042
0.0207430737394773,0.0226303825244266,0.0244647601991128,-0.0199874303891991,0.00567059270820744,0.02242219406529,0.0106941596319967,0.00698743876893235,0.0178244168255985,-0.0220327146424943,0.0061394515825404,0.0189999669176098,0.0155892729138311,0.0194465083934343,0.0137336144786713,0.0113985580508524,-0.00451521964951032,-0.00278486904360416,-0.000966007506714633,0.0087245865869208,0.00731303771828867,0.00586721134636628,0.000184387448013745,0.0455905663019346,0.00642271524832839,0.0109592932836401,-0.0016852399392113,-0.0116372549153332,-0.000202465063664517,0.0120670465883821,-0.0118293686347535,-0.00394865553159825,0.00243213399243975,0.0192265768834094,0.00586582682499132,0.00714549242237033,-0.0085609566112673,-0.0220608009573253,-0.0295990446970132,0.025978420314826,0.00171391154848555,0.00612327623588627,0.00125321698153818,0.00857358784986299,0.0110935134308871,0.0118849140042741,0.0127874530910388,0.013360966433504,0.0123810446139426
0.0196988840008038,0.0284567145000061,0.0281542379744283,0.0186672302119507,-0.0201508815069085,0.00209906217904604,0.0196523980148933,0.0252888872614394,0.0116616147877477,-0.00154817788402492,0.00318135744621401,0.0359901637941587,0.0058232991491306,0.00807446266004083,0.0171771943878479,0.0072300550540188,-7.235802488742e-05,0.0200027605453527,0.0226536616432429,0.00787589162754056,-0.000882789185193092,0.0090266030248031,-0.00569972790753924,0.0121167088437316,0.0137252156832323,0.00250070174018138,0.00942591976386644,0.0172437181715167,0.00945884320885981,0.0189435979618753,0.00576522696965502,0.010787250901083,-0.00458126026371636,0.0062045030343654,0.000801121493036792,0.0132432160838898,-0.00586634376415731,-0.015181796347598,-0.0254815053774116,0.00638090064019937,0.00475555440746028,-0.00647559979556916,0.00300716129351267,0.00208785613055449,-9.73927928755135e-05,-0.00401616448541408,0.012662853588861,0.00470839409531297,-0.0075787185380226
0.0147137197493755,0.0253432208030539,0.0305096910314945,0.00797880648342786,0.000188281853306882,0.0252500702552585,0.0194595948734843,0.0118370596432098,0.0167388587976139,-0.00334042800966594,-0.000474585122546611,-0.00706371435239711,0.0119924350411963,0.0154984459461294,0.0123166633983459,0.00917686388482342,0.00414638804534623,0.0204365439092848,0.0288739829515576,0.0491322324282761,0.0630734568739331,0.0111693166390448,0.00154913982823573,0.0149991461714249,0.00525339941265786,0.00448033163073319,0.0121758100308504,0.00136520730673671,0.00144694266990618,0.0140491355130062,0.0131891881877264,-0.000840483314528309,-0.00299155492400369,0.00464433559856134,0.00625617102144641,0.0164232379261069,0.010818003670975,-0.00363971290162991,-0.0448196575846713,0.0237224248143173,0.023584061409029,0.00122756402106118,0.00107662867584354,0.0105411909888659,0.00646955052110446,0.013440853922764,0.0115824958801302,-0.00345265154754167,-0.00592292513845163
-0.00660779621692108,0.00604235502660288,0.0296736381682225,0.0214771841765408,-0.0429812987366564,0.0373463667028369,0.00853256871274011,0.00795101088657141,0.0262479983112778,-0.00381851075712,-0.0174809829763861,-0.0221177053831512,-0.0101785961363915,0.0151703367352597,0.00469189149877638,0.000458742748062443,0.00485655694059305,0.0106612683967299,0.0115348326403202,-0.00481668453903446,-0.0110722090675939,-0.00568476168714692,-0.00407360847276748,0.01911383043019,0.0139752764631481,-0.00651130984608775,0.00573223721188904,-0.00486208501426974,-0.00364001747831683,0.0152716470504034,-0.00461966863957658,-0.0207972414751953,-0.0180091792135354,-0.00264314296539522,-0.00777909583386693,-0.00686257674864914,-0.00586457116983904,-0.0171142119886743,-0.0427995997568238,0.0118026832350886,-0.000778543885277684,-0.021867476221664,-0.00330613300945477,0.000432934721132537,-0.0015141792606184,-0.00192029857819025,0.00479391044874324,-0.00250217182258782,-0.00493264606792826
-0.032219157089372,0.0135170293202951,0.0381344634620552,-0.000982357109431176,-0.0945835600445529,0.00881243416620531,0.00564044492921167,0.0306454799792947,0.0102406468244026,-0.0102025252939503,-0.0113509367864602,0.0065909342352195,0.0250813646344526,0.0532091880403234,0.0147184460237229,0.0665927057485352,0.00273518814650417,0.036052631965569,0.0535603757286518,0.0131876232696185,0.0437592814011332,0.000400245512187323,0.00932189577094769,0.0141394515463385,-0.0156243429278616,-0.0135201833420703,0.0211320021228845,0.0162366545361054,0.0313166251511606,0.0250563149855821,-0.0128487977795958,0.015014104130008,-0.00737216072853573,0.00976448526139434,0.00336706925700818,0.0123112528508949,0.0293453780725521,-0.0640797528481911,-0.0461316135808052,0.017088476781015,-0.0130624173843265,-0.0376935812163409,0.0061500032274012,0.00342939757474354,0.00752907383724191,0.011847785002504,-0.0170900771464221,-0.00643495397725675,-0.0141813419174529
0.0277005788769839,0.0113393760082098,0.0425483858450907,0.0421079488743756,0.0102134135529113,0.0353320157657004,0.0113055050865762,0.0105398044402953,0.000732155841802778,0.00729964649813911,-0.0125232863628408,-0.00464992811767595,0.0223507607501696,0.0153921070711464,0.00618518497702925,0.0039072026641333,0.00117110834075565,0.00796046097933405,0.0124527460485184,0.00904723443700166,0.00301903593055708,-0.00733658855975181,0.00395963246943717,0.0105863515725537,-0.00144947456191104,-0.000481742956656067,0.0132761374313213,0.0148754658740786,0.013319535356456,0.0199134619017126,0.00230307833200937,-0.00446586310198187,-0.00120209868052568,0.00781072889868008,0.0110087896879051,0.00944147216711445,0.00285864217517064,0.000505716802921519,-0.0353349417979746,0.0124283558721852,0.00278045045423361,-0.0110002057254781,-0.00225377596815829,0.00600803952549053,0.000214033564622273,0.00176765668861791,0.00929585993598826,0.00243355550035395,-0.00360720395634163
