"ISO.Code","IMFcode","Country.Name","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"KOR",542,"Korea, Rep. of",0.298454234618558,0.0345844517557116,0.144099555781101,-0.222469911246172,1.14566913453265,0.148160462512981,0.00738565489512125,0.0663948553556697,0.160989380153657,0.0937261342961703,0.0439676967347324,2.83187034888499e-06,0.0299809327167224,0.167004912902502,0,2,3,2,0,3
"MYS",548,"Malaysia",0.172583443035957,0.0504758722347442,0.120973638336815,-0.0661527456125501,0.815961358135214,0.150401454961025,0.00854778390147225,0.0728919328395663,0.167509374209297,0.0768142755768242,0.251181148047366,3.52344509124691e-09,0.0969889097543051,0.692902178067857,0,0,3,1,0,3
"PHL",566,"Philippines",0.240192807075011,0.0410864630117893,0.295458820712136,-0.486717545029126,0.73125402950119,0.121078496179392,0.00769970213286568,0.068649610838242,0.115014188948602,0.0618999838190306,0.0472806396940779,9.49614336054339e-08,1.67842158564913e-05,2.31824028285033e-05,0,2,3,3,3,3
"SGP",576,"Singapore",0.195936189817277,0.0530324135921129,0.118665052673659,-0.107222198549678,0.751124556476449,0.182978183952342,0.00914123085673253,0.0830780122741225,0.172419865219387,0.0885031338236274,0.284251623662013,6.57430510031531e-09,0.153189155884235,0.534029424180005,0,0,3,0,0,3
"THA",578,"Thailand",0.865828080045435,0.0215276250333971,0.346428420913481,-0.680845728947897,0.434441632906323,0.180097960997029,0.00987073802285802,0.088341320151836,0.201797779582433,0.0688126617893461,1.52799155817007e-06,0.0291868230643462,8.8007991578154e-05,0.000741110179296678,2.7297653026892e-10,3,2,3,3,3
"BWA",616,"Botswana",-0.18514767150186,0.0410422098091302,0.280431652057636,0.425459326157024,1.1321874849969,0.23712369162599,0.00836353794448142,0.0485862607142503,0.203297633144812,0.0722990503979612,0.434916430122704,9.2348863778291e-07,7.84150655519511e-09,0.0363678730439865,0,0,3,3,2,3
"CMR",622,"Cameroon",0.157653800788956,0.0390952640489758,0.0908596719257957,-0.244184212199281,1.11971351607654,0.135109717839309,0.00666956404136355,0.0377334346433124,0.138499627559522,0.0464777531867015,0.243267882089045,4.58036164552311e-09,0.0160430208015914,0.0778890813953257,0,0,3,2,1,3
"GAB",646,"Gabon",-0.162727065784505,0.0641282540312287,0.106418509826625,-0.448273412145726,1.17757707594376,0.171325794747735,0.00959922363662354,0.0241772353333769,0.182994514169962,0.029485705604417,0.342208469539077,2.38020714249387e-11,1.07455711184645e-05,0.0142993181696391,0,0,3,3,2,3
"CIV",662,"C����",-0.267981392614806,0.0517190418111266,0.199699121202352,-0.288725891964036,0.95614229020654,0.190697151559314,0.00775420420765572,0.0469264171110603,0.185753011496663,0.0508033824439823,0.15994037212247,2.56141774457319e-11,2.08507810928182e-05,0.120100056388615,0,0,3,3,0,3
"KEN",664,"Kenya",0.251077432684854,0.0231209762490864,-0.0143708359229771,0.234319982504101,0.893126199569201,0.0875731556872034,0.0048873628567605,0.0515962361460348,0.0939395537840362,0.0465096861884178,0.00414305340945398,2.23672828081334e-06,0.780609462284454,0.0126181022107477,0,3,3,0,2,3
"MUS",684,"Mauritius",0.267343268143216,0.0212594277500966,0.155065468966824,0.0123819762230786,0.982659332837717,0.186594647962682,0.0094399935806408,0.0570650595559685,0.196365010005011,0.0575271378062794,0.151929622365843,0.0243185086886268,0.00658079199084383,0.949721975714547,0,0,2,3,0,3
"MAR",686,"Morocco",-0.0120975463184923,0.053333746448828,0.0118520013284416,-0.378724688037328,0.896416313265929,0.127005123333141,0.0049537897993084,0.0520888347830851,0.129560527578268,0.0518050234026554,0.924114328028456,0,0.820008229858924,0.00346510988103832,0,0,3,0,3,3
"MOZ",688,"Mozambique, Rep. of",-0.0799795956516303,0.0466880716428431,0.0175406126115175,0.0147930816517843,0.877452305231905,0.151907453668831,0.00755056650861933,0.039540314018037,0.157733270025849,0.0370123995520501,0.598539382843892,6.27408125453144e-10,0.65732212561818,0.92527961038997,0,0,3,0,0,3
"NER",692,"Niger",0.176641866176035,0.0256659615695639,0.0411509195968684,-0.137718282121863,1.02463212774715,0.114641394070161,0.00523546298895465,0.021897910538811,0.109326907695371,0.0243357842117177,0.123360359699489,9.47070895485069e-07,0.0602149076631389,0.207780323717565,0,0,3,1,0,3
"NGA",694,"Nigeria",0.309453060813939,0.0286621512103558,0.126537680991927,-0.354778087386083,0.940660746166991,0.2028349428221,0.0116504271528348,0.0524062122553341,0.236864650228079,0.0609850692650377,0.127099595437578,0.0138867237751463,0.0157544449258291,0.134182791318721,0,0,2,2,0,3
"ZWE",698,"Zimbabwe",-0.22599994012683,0.0351625386624119,0.0642146553076754,-0.174201212389116,1.00131212506135,0.11462349686606,0.00396540998287104,0.0233253018018668,0.103871818414842,0.0205833340841933,0.0486470612111907,0,0.00590511272174532,0.0935270967308808,0,2,3,3,1,3
"RWA",714,"Rwanda",0.65145222252993,0.0274876941357854,0.0759588019833275,-0.348682390020205,1.05469709853145,0.174546546837205,0.00954497885579668,0.0163615265925457,0.18535510774273,0.0171881035310512,0.000189773241769275,0.00397919046916462,3.44176394051487e-06,0.0599503218252631,0,3,3,3,1,3
"SEN",722,"Senegal",0.133635724038044,0.0323849343082005,0.015526928445673,-0.0315180233807025,0.998737083084123,0.0766160238554233,0.00330124854216905,0.0201496623475223,0.0737259032250753,0.0214492650709949,0.0811195455239448,0,0.440955871523947,0.669013212133452,0,1,3,0,0,3
"NAM",728,"Namibia",0.338992903721804,0.0151963976422459,-0.0239361615760725,0.243452825449974,0.731360007727871,0.133482735272679,0.00533047360633811,0.0711875576132999,0.12887387215247,0.0627559038811871,0.0110978959230006,0.00436020971594764,0.736689285493371,0.0588813479242607,0,2,3,0,1,3
"TZA",738,"Tanzania, United Rep. of",-0.0036555880582244,0.0219578862770413,0.351023061675488,0.117037661157079,0.793834247444451,0.124712151243645,0.00770005367494662,0.084838480530081,0.133407289928307,0.102066086412864,0.976615593447058,0.00434924590279606,3.51041063153534e-05,0.380325968432572,7.32747196252603e-15,0,3,3,0,3
"TUN",744,"Tunisia",0.254654413050362,0.0388500778200525,-0.0157861202560414,-0.255872947859123,0.96476940511589,0.119249509722558,0.00446377788665955,0.0532827762702363,0.121156456126525,0.0563281258872135,0.0327221847995354,0,0.767023434100637,0.0346931664529988,0,2,3,0,2,3
"BFA",748,"Burkina Faso",0.0282383164684598,0.046731105889412,-0.0251245562601798,0.00695560316061203,0.888529778170271,0.151332096498348,0.00624816934794921,0.0409784355403684,0.148381341861296,0.0408728995191503,0.851975576287098,7.48290318597356e-14,0.539799290143803,0.96261162991173,0,0,3,0,0,3
"ZMB",754,"Zambia",-0.0413242898029091,0.0140333345687603,0.0533986185764874,0.238120954584616,0.952196794306413,0.119418774314231,0.00482893159135398,0.0444256567141467,0.112948691634063,0.0433592145553535,0.729308770179366,0.00365970169998908,0.229372430651584,0.0350117620692536,0,0,3,0,2,3
"CHN",924,"China, P.R.: Mainland",-0.0891681388087062,0.0564937344263253,0.118862364776571,-0.0905447306388822,1.00914626686006,0.0774661195944961,0.00416207311552569,0.0326149017304703,0.0689168426873791,0.0366008585394559,0.24970762049122,0,0.000267996607566046,0.188904810443685,0,0,3,3,0,3
"ROU",968,"Romania",0.0297377457174832,0.0131284437856267,0.0849247336949414,0.341733485480709,1.021243562495,0.108739320740737,0.00372147812829449,0.0391707318268183,0.107977762412096,0.0438351491673504,0.784486269659581,0.000419108074353414,0.0301536617368288,0.00155162603501613,0,0,3,2,3,3
