"X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
-0.00725153913093365,-0.00533227582078243,0.00389939965023539,-0.00911779232107124,0.00434764652109403,-0.002203282671779,0.00174486256979658,-0.00262684456676199,-0.00160536490182271,0.000712757509780247,-0.00136967159921948,0.0108099508722712,0.000649005161259431,-0.00817017579515473,-0.0040509133511243,0.00365937877236249,0.00381873568819539,-0.00204876752932957,-0.00517998932859936,-0.00832363856121581,-0.00324973637053692,0.00366365946104562,0.00737505197131132,0.00444635006463883,0.000543918681652281,0.00309256241483616,0.00788677628751046,0.00909918615907539,-0.00178551090890614,0.00276931785802872,0.00210065147552996,0.00138788287287016,-0.00354575618380171,0.00176132109220757,0.00577661095154771,-0.000330617771712137,0.00100327201607125,-0.0089741977536818,-0.00308766233057522,0.00402602738757314,0.00806438877937342,0.000233361425880776,0.00146773308913211,-0.00332777909474076,-0.00672942509564644,-0.00106213751112512,0.000362903779070185,-0.0053296339138291
0.00537783085527298,0.00720358988269566,-0.00542102785442762,0.0113439335063413,0.00572082815691854,0.00273660535892776,0.00164922092133526,-0.00206862627436136,-0.0163176609578943,-0.0162572767469338,-0.00495965610257331,-0.013783018074602,-0.00122175791290584,0.00271533248839016,-0.0090545614044597,0.00568900503295877,0.0111369258842277,0.00841167018890273,0.00800402335826101,-0.0121702507991334,-0.00170559803832624,0.00148663256418894,0.00451504767454079,0.00335740094941947,0.0082460177699366,0.00425374656941874,-0.00297838566757234,-0.000111604719766602,-0.00297073681900914,0.00393089029494121,-0.0052639958441783,0.00108595585093164,-0.00501969264229719,0.00446307330104457,-0.000319598344650739,0.000851455900335266,0.00899368675388914,-0.00564168746412359,0.00918539062450872,-0.00698170854339467,0.00909747325893175,0.00242923066005035,0.000217296336775214,-0.0159635578092617,0.0016182758025305,-0.00434943788210015,-0.00581341807509914,0.0046527180313958
0.00485651714110697,-0.00631904259267662,0.0136372604779161,6.57235473073099e-05,0.0114764225219231,0.00755890246255414,-0.0246032658894548,0.00867926074147351,0.00197812324077914,-0.0196968056027037,0.00257178863333576,0.0129011252442919,-0.00984648862132081,-0.0049191554018488,-0.0010959065439499,-0.00211243199514765,0.00376026484515839,0.00432467931531514,0.00417809406214358,0.00617537864903258,-0.000273672619384109,-0.00480271754001681,-0.000528417885859302,-0.0089308029237871,0.00543210554057396,-0.00216708370603332,0.00264895354770807,0.00845991628361932,-0.00402950631381849,-0.010177468154955,-0.006707938660891,0.00338780506491907,-0.00101559653486692,-0.00790050688677511,-0.00342174813398622,-0.00170753489628243,0.0110341643606201,-0.000782128042702515,0.00476520630635462,0.00709838314378101,0.00231920665687898,-0.00461511316855043,-0.00910432099516035,-0.0147634299021293,0.00386575479763894,0.00151485266875619,0.00780169865867205,0.00902949510044086
-0.000745677932110139,2.56951795081437e-05,0.00108730221276473,0.00409204136392226,0.0133773469633889,-0.0130198302747578,-0.00411831495619617,0.00198868510020572,0.00676753245152867,-0.00834567326003617,-0.00624380318769736,-0.00362318789096638,-0.000805574057275313,-0.00523201930750914,-0.0146526003385528,-0.00619704788229199,0.00744694824125058,0.00138871568420094,0.0117199108121625,-0.0119941335279961,-0.00360924071478561,-0.0141801011533319,0.00254312704756193,0.0258139033648709,-0.00251931359590185,0.0060797191508333,0.00381501409186018,-0.000130959776892217,0.00625518452036519,-0.00172166658376219,0.000356862423100977,-0.00240482402054145,0.000299074847218528,0.00129580604343268,0.00331359060208936,0.000847491387585643,0.00598970575722504,-0.00138258617215157,0.00679484108018591,0.00316460128157874,0.000591851810577928,-0.00887373524274094,-0.00948460982981887,-0.00825591263226646,-0.00166346884454479,0.00346455801592275,0.00365485698261045,0.00702991476617457
-0.00268852571426943,-0.00990000040392919,-0.00823599234337703,-0.00770837179014649,0.0214812572618758,-0.0154767582894514,-0.000873965455952388,0.00556721050355038,0.00285209655363513,-0.00463449752511141,0.0186286599372834,-0.00779038480873711,2.49889553476587e-05,0.0021485482206972,0.0108753879004515,-0.0137442287523202,-0.0126051050890916,-0.00244816765853392,-0.0012999008569936,-0.0029691761484407,0.00949396820919968,-0.00511583341477825,0.000147757763957757,0.00625896248502251,0.00538797207066793,0.0119583792804458,0.0123865651604435,0.0116041587090693,0.000287716282938097,-0.00100736558766951,-0.00586547065618388,-0.0108778878770445,-0.0110372568087317,-0.00157851667896578,0.0116665574485204,-0.00526373771408501,0.020863688943472,-0.00450863825774787,-0.00970825081288129,0.000500283408051368,-0.00370268459799777,0.00114000694466496,-0.00624120204061458,-0.00622184672855101,0.0078616747608544,-0.00254576300661245,-0.00543125961538593,0.00834494783345508
-0.00470443471133417,0.00772681446609603,0.00290598624763454,0.00247438956780098,0.0145503425937992,-0.00794348927529984,-0.0051102877984808,0.00160186189655551,-0.00608226662713704,-0.00133606644519824,2.21954927052993e-05,-0.00274451567985076,-0.0129679465557355,-0.015335001949865,-0.00449044051718651,0.00966698521745646,0.00966661494084913,0.00359336980200126,0.00479821308780676,-0.00724074279433454,0.00439412250687075,-0.00861989898657732,0.00474040298998237,0.00341588267447338,-0.00218858198684252,-0.00486502641706149,0.00577817841913776,0.00639483351073062,0.000504294390731401,-0.00205331742645124,-0.0084504492462669,0.0013460659319049,0.00413791493622731,-0.00385161919066174,-0.00333156517438908,0.000936702883624504,0.00723034656642803,4.80564580346184e-05,0.00421136275749479,0.00815916790615001,0.00356807735223463,-0.00529535133505214,-0.00765201395125896,-0.00950397457696666,-0.00129289872273388,0.00296914143712057,-0.000406336383661408,0.0106249017184946
0.00149910117455048,-0.0046359767197643,-0.0104968479648699,-0.00128078811735457,0.00405957664740667,-0.00290451131479725,-0.00221188385333905,0.00640703608816442,0.00705047667956005,0.00357676244091366,-0.00160792639755947,-0.00638578896163208,-0.00517374883254959,-0.00374891474169039,-0.00328517073734561,0.00107858028411645,0.00279106302647943,-0.00341770201982925,0.00455174007453072,-0.00983021593714986,0.00991949868589912,-0.0105330130007002,0.00301771032014918,0.00669991308765555,-0.000437522498659026,-0.00597215202889278,0.0058062618185826,0.00532364812029794,0.00211600743135702,0.00274362237172324,-0.00672026527460495,-0.00506451680392484,-0.0038630547606506,-0.00816281873740208,0.0119869707089223,0.00263154687800841,0.0154840459708103,-0.00408295370115992,0.0102692453209893,0.00969724785835808,0.000497669876167399,-0.00706338123427875,-0.00248489003388319,-0.00957421803131825,-0.00382462592539902,0.00243959328654086,0.000773256369537434,0.00234231310803399
0.00105762645670448,0.00946106437402814,0.00763229396155003,0.000101574252846803,0.00881824694451606,-0.0216155295243144,-0.00629563124422908,0.00390017668702617,0.00801211075954749,0.0052724023956298,0.0107380102089328,0.00182065222938561,-0.00452276992467795,-0.00499132979357301,0.0019905753539188,0.00928425399064054,-0.000969486055269003,-0.0076354977144391,-0.00175348534217031,0.00704952776031969,-0.00144051723611986,-0.0124010754288654,-0.00898688634197907,-0.00264023028608607,-0.00094314151062239,-0.00584939141411366,0.00380620703497018,0.00110917328121356,-0.00273575457107914,-0.000878539669264419,0.00297246712140664,0.00580864925160751,-0.00320190994920603,-0.00286586924736598,0.00405002027056677,-0.00290102275128198,-0.00124566732761201,-0.00350129621971068,0.00642203065068386,0.00380287410986923,-0.00851625371641475,-0.0111516748084992,-0.00290218560649656,0.000803682647415831,0.00667095455744902,0.0028902266566765,0.00155206697774531,0.00491827774873898
0.000869762937202673,-0.00692929362728022,-2.82389663517485e-05,0.0163668286539721,0.0120497111481129,-0.00930319109664083,-0.00371196293904581,-0.00823333951124922,-0.00562589202313352,-0.00700597299351418,-0.00518419734006863,-0.00263021789385371,-0.012462166508034,-0.0136282593359895,0.00226245483487646,0.00481169509509474,0.0188368608577377,0.00293955838438402,5.65969562347571e-05,0.00429254244377032,-0.0120868916687663,0.00942094642383396,-0.00408014388961347,0.00174898043086542,-0.00269329168873625,0.00212217177720345,0.00765405496755443,0.0119497575918686,0.0118819878179947,-0.000967271818293564,-0.00772572464747085,-0.00549648759748535,-0.00667859780346813,-0.0104666653573605,0.00112422198498164,0.0115852967717273,0.0163857835752776,-0.00773996197504658,0.0117170182880507,-0.00136094925453928,0.00166860978162647,0.00116998259328778,0.000319242688798509,-0.0078329522117327,-0.00333326291471332,-0.00621959074261133,-0.0010173997650323,0.00120785756557447
-0.0168135389801135,-0.00410605406070999,-0.00839093369854405,-0.000828437102841538,0.0117992850101596,-0.00625934538505213,0.000155932899783304,0.00119770868075212,0.0163894072582689,-0.0077765911665109,-0.00979268831983202,-0.00340174476344828,-0.00846379411536755,-0.0043482195234468,-0.00857277434156845,-0.00537848149320701,-0.000324338346590708,7.90928214798592e-05,0.00762596903787254,-0.0075157924521686,0.00710218814998936,-0.000768434040067507,-3.15741357292433e-05,0.0166167607703568,0.0175668394196286,0.00619844622232484,0.0102785342647945,0.00778371311246218,-0.00636364527453281,0.00176102277578671,-0.0127264703629925,-0.00430391350448681,-0.000530391927641437,-0.00503226711411365,0.00758048696970242,0.0055804093119997,0.0145760496707158,-0.00753415597095625,0.00305740134357984,0.00352477588840952,-0.00654657433094535,-0.0025704258500735,-0.00233410865552597,-0.00309975779949286,-0.000967447897198312,0.00316137428363036,-9.48383963663181e-05,0.00284134111782706
